areaNm,areaNmCn,areaNmEn,createDt,natDeathCnt,natDeathRate,natDefCnt,nationNm,nationNmCn,nationNmEn,seq,stdDay,updateDt
¾Æ¸Þ¸®Ä«,Ú¸ñ½,America,2020-04-12 10:29,1124,5.422878371,20727,ºê¶óÁú,÷éà¤,Brazil,8924,2020-04-12 9:00,
¾Æ¸Þ¸®Ä«,Ú¸ñ½,America,2020-04-12 10:29,653,2.80245483,23301,Ä³³ª´Ù,Ê¥ÑÚÓÞ,Canada,8923,2020-04-12 9:00,
¾Æ¸Þ¸®Ä«,Ú¸ñ½,America,2020-04-12 10:29,20389,3.884336725,524903,¹Ì±¹,Ú¸?,United States of America,8922,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,0,0,1,¿¹¸à,å¥Ú¦,Yemen,8921,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,1,4.166666667,24,¸®ºñ¾Æ,××Ýïä¬,Libya,8920,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,2,8,25,½Ã¸®¾Æ,××ä¬,Syria,8919,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,110,7.203667322,1527,¸ð·ÎÄÚ,Ø¤Õ¦Ê¨,Morocco,8918,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,52,1.289362757,4033,»ç¿ìµð¾Æ¶óºñ¾Æ,ÞÞ÷åä¹ÕÃÛ×,Saudi Arabia,8917,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,25,3.725782414,671,Æ¢´ÏÁö,ÔÍÒùÞÙ,Tunisia,8916,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,7,1.88172043,372,¿ä¸£´Ü,?Ó©,Jordan,8915,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,6,0.219941349,2728,Ä«Å¸¸£,?÷²?,Qatar,8914,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,256,14.53719478,1761,¾ËÁ¦¸®,ä¹?Ðà××?,Algeria,8913,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,135,7.525083612,1794,ÀÌÁýÆ®,äïÐà,Egypt,8912,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,101,0.940147073,10743,ÀÌ½º¶ó¿¤,ì¤ßäÖª,Israel,8911,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,20,3.231017771,619,·¹¹Ù³í,Õó÷éÒì,Lebanon,8910,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,3,0.549450549,546,¿À¸¸,ä¹Øº,Oman,8909,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,72,5.462822458,1318,ÀÌ¶óÅ©,ì¥ÕÃÐº,Iraq,8908,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,20,0.535331906,3736,¾Æ¶ø¿¡¹Ì¸®Æ®,ä¹ÕÃÛ×?ùêõÜ??,United Arab Emirates,8907,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,6,0.590551181,1016,¹Ù·¹ÀÎ,÷é×ù,Bahrain,8906,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,1,0.086655113,1154,Äí¿þÀÌÆ®,Î¡êÎ÷å,Kuwait,8905,2020-04-12 9:00,
Áßµ¿,ñé?,Middle East,2020-04-12 10:29,4357,6.221708149,70029,ÀÌ¶õ,ì¥ÕÇ,Iran,8904,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,16,¶ó¿À½º,ÖÕ?,Laos,8903,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,3,10.71428571,28,¹Ì¾á¸¶,Øûï¤,Myanmar,8902,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,2,µ¿Æ¼¸ð¸£,ÔÔð¨Ú¡,East Timor,8901,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,5,1.474926254,339,Å°¸£±â½º½ºÅº,ÑÎ?ÑÎÞÙÞÙ÷¤,Kyrgyzstan,8900,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,3,0.480769231,624,¿ìÁîº£Å°½ºÅº,???ÐºÞÙ÷¤,Uzbekistan,8899,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,10,1.164144354,859,Ä«ÀÚÈå½ºÅº,ùë?ÐºÞÙ÷¤,Kazakhstan,8898,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,16,¸ù°ñ,ÙÕÍ¯,Mongolia,8897,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,1,0.735294118,136,ºê·ç³ªÀÌ,Ùþ?,Brunei,8896,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,27,6.367924528,424,¹æ±Û¶óµ¥½Ã,ØëÊ¥ÕÃ?,Bangladesh,8895,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,19,¸ôµðºê,??ÓÛÜý,Maldives,8894,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,5,ºÎÅº,ÜôÓ¡,Bhutan,8893,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,306,8.712984055,3512,ÀÎµµ³×½Ã¾Æ,ìÔÓøÒùà¤?,Indonesia,8892,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,77,1.549295775,4970,ÆÄÅ°½ºÅº,÷éÐñÞÙ÷¤,Pakistan,8891,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,15,2.879078695,521,¾ÆÇÁ°¡´Ï½ºÅº,ä¹Ý£ùÒ,Afghanistan,8890,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,7,3.553299492,197,½º¸®¶ûÄ«,ÞÙ×ì??,Sri Lanka,8889,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,106,0.7803298,13584,·¯½Ã¾Æ,ä­?ÞÙ,Russia,8888,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,9,³×ÆÈ,ÒùÚÕ?,Nepal,8887,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,120,Ä¯º¸µð¾Æ,ÊÓ?óó,Cambodia,8886,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,221,5.2681764,4195,ÇÊ¸®ÇÉ,Þ£×È?,Philippines,8885,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,239,3.209346045,7447,ÀÎµµ,ìÔÓø,India,8884,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,257,º£Æ®³²,êÆÑõ,Vietnam,8883,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,70,1.610676484,4346,¸»·¹ÀÌ½Ã¾Æ,??à¤?,Malaysia,8882,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,35,1.389992057,2518,ÅÂ±¹,÷Á?,Thailand,8881,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,8,0.347977381,2299,½Ì°¡Æ÷¸£,ãæÊ¥÷ç,Singapore,8880,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,98,1.452282158,6748,ÀÏº»,ìíÜâ,Japan,8879,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,0,0,45,¸¶Ä«¿À,çþ?,Macau,8878,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,6,1.558441558,385,´ë¸¸,÷»?,Taiwan,8877,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,4,0.4,1000,È«Äá,úÅùû,Hong Kong,8876,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,3339,4.069370643,82052,Áß±¹,ñé?,China,8875,2020-04-12 9:00,
¾Æ½Ã¾Æ,?ñ½,Asia,2020-04-12 10:29,214,2.035768645,10512,ÇÑ±¹,ùÛ?,South Korea,8874,2020-04-12 0:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,1,»ýÇÇ¿¡¸£¹ÌÅ¬·Õ,á¡ù«äïì³ûúÚËÐº×ÌÏØÓö,Saint Pierre and Miquelon,8873,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,5,Æ÷Å¬·£µåÁ¦µµ,ÜØÐºÕµÏØÓö,Falkland Islands,8872,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,2,Ä«¸®ºê ³×´ú¶õµå,Ê¥×ÍÝïùÃÕµ,Caribbean Netherlands,8871,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,2,18.18181818,11,ºÏ¸¶¸®¾Æ³ªÁ¦µµ,ÝÁØ¥ÕòäÌÏØÓö,Northern Mariana Is.,8870,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,3,¿µ±¹·É ¹öÁø¾ÆÀÏ·£µå,çÈáÕë«ì³ÌÈÏØÓö,British Virgin Islands,8869,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,3,¾Þ±Ð¶ó,äÌÐ¤ÕÃÓö,Anguilla I.,8868,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,1,12.5,8,ÅÍÅ©½º ÄÉÀÌÄ¿½º Á¦µµ,÷åÐºÞÙûúËÂÎ¡ÞÙÏØÓö,Turks and Caicos Is.,8867,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,1,0.606060606,165,¸Ç¼¶,Ø©ëÚÓö,Isle of Man,8866,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,11,±×¸°·£µå,Ì«×ÕÕµ,Greenland,8865,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,18,´ºÄ®·¹µµ´Ï¾Æ,ãæËÓ×ëÒýÒùä¬Óö,New Caledonia l.,8864,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,8,¸óÆ®¼¼¶óÆ®,ÙÕ÷åßÝÕÃ÷å,Montserrat,8863,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,8,18.60465116,43,½ÅÆ®¸¶¸£Æ¾,??ïË,SintMaarten,8862,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,3,7.692307692,39,¹ö¹Â´Ù,ÛÝÙ·?,Bermuda,8861,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,82,¾Æ·ç¹Ù,ä¹?÷é?,Aruba,8860,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,1,2.173913043,46,¹Ì±¹·É ¹öÁø¾ÆÀÏ·£µå,Ú¸???ÌÈÏØ?,U.S. Virgin Islands,8859,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,4,3.125,128,±¡,??,Guam,8858,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,33,4.831625183,683,Çª¿¡¸£Åä¸®ÄÚ,÷îÒýÕóÊÀ,Puerto Rico,8857,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,2,1.047120419,191,¸¶¿äÆ®,??÷å?,Mayotte,8856,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,1,7.142857143,14,Äû¶ó¼Ò,?ÕÃßã?,Curacao,8855,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,2,4.444444444,45,ÄÉÀÌ¸ÇÁ¦µµ,?ØºÏØ?,Cayman Islands,8854,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,8,5.673758865,141,°úµé·çÇÁ,ÍþÓì?ÜÅ?,Guadeloupe,8853,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,376,ÇÁ¶û½º·É ·¹À§´Ï¿Ë,Ûö???,French Reunion,8852,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,3,1.764705882,170,ÀúÁö¼¶,?à¤?,Jersey Island,8851,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,51,ÇÁ¶û½º·É Æú¸®³×½Ã¾Æ,Ûö?÷î××Òùà¤?,Polynesia,8850,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,5,2.762430939,181,°ÇÁö¼¶,ÐÆà¤?,Guernsey,8849,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,184,ÆÐ·ÎÁ¦µµ,Ûö?ÏØ?,Faroe Islands,8848,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,83,ÇÁ¶û½º·É ±â¾Æ³ª,Ûö?Ð¤?Ñá,Guiana,8847,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,6,3.896103896,154,¸¶¸£Æ¼´ÏÅ©,?ð«ÒùÐº,Martinique,8846,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,8,¹ÙÆ¼Ä­,Ûï??,Vatican,8845,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,0,0,6,»ý¹Ù¸£ÅÚ·¹¹Ì,?÷é÷Á×ÍÚ·?,Saint Barthelemy,8844,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,2,6.25,32,¼¼ÀÎÆ®¸¶Æ¾,??ïË?,Saint Martin,8843,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,1,0.884955752,113,Áöºê·ÑÅÍ,òÁøÖ?öí,Gibraltar,8842,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,2,0.751879699,266,ÆÈ·¹½ºÅ¸ÀÎ,÷é×ÍÞÙ÷¤,Palestine,8841,2020-04-11 9:00,
±âÅ¸,Ðìöâ,Others,2020-04-11 10:58,7,0.983146067,712,ÀÏº» Å©·çÁî,ìíÜâ??,Diamond Princess,8840,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,4,»óÅõ¸ÞÇÁ¸°½ÃÆä,á¡ÒýÚ¸ûúÜÅ×ùà¤Ýï,Sao Tome and Principe,8839,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,3,³²¼ö´Ü,ÑõáÌÓ¡,South Sudan,8838,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,8,¸»¶óÀ§,Ø©ÕÃë«,Malawi,8837,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,7,½Ã¿¡¶ó¸®¿Â,ßÝÕÃ××?,Sierra Leone,8836,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,3,ºê·éµð,øÖ×Ãîè,Brundi,8835,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,7.692307692,13,º¸Ã÷¿Í³ª,ÚÏí¼è¿Ò¡,Botswana,8834,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,7,11.86440678,59,¸»¸®,Ø©×ì,Mali,8833,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,35,±â´Ïºñ»ç¿ì,ÐúÒ®ä¬ÝïáÉ,Guinea Bissau,8832,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,17,¸ðÀáºñÅ©,Ø°ßÍÝïÐº,Mozambique,8831,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,53,¿ì°£´Ù,è¡ÊÎÓ¹,Uganda,8830,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,33,¿¡¸®Æ®·¹¾Æ,äøØ¡÷å×ìä¬,Eritrea,8829,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,2,10.52631579,19,¾Ó°ñ¶ó,äÌÊ¨ÕÃ,Angola,8828,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,95,¸¶´Ù°¡½ºÄ«¸£,Ø©Ó¹Ê¥ÞÙÊ¥,Madagascar,8827,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,8.333333333,12,¼Ò¸»¸®¾Æ,òÐ÷éøÖêß,Zimbabwe,8826,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,3,27.27272727,11,Áü¹Ùºê¿þ,ÝÖÔðÊÇ,Cape Verde,8825,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,14.28571429,7,Ä«º¸º£¸£µ¥,ßã?×ì,Somalia,8824,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,11,2.682926829,410,´ÏÁ¦¸£,Òùìíì³,Niger,8823,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,11,Â÷µå,Þ¿Ôð,Chad,8822,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,7,2.229299363,314,¸ð¸®¼Å½º,Ù¾×ìÏ´ÞÙ,Mauritius,8821,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,2.564102564,39,Àáºñ¾Æ,?Ýï?,Zambia,8820,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,25,4,°¨ºñ¾Æ,?Ýï?,Gambia,8819,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,0.666666667,150,ÁöºÎÆ¼,ÑÎøÖò¢,Djibouti,8818,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,4,25,ÅºÀÚ´Ï¾Æ,÷¤ßÍÒù?,Tanzania,8817,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,4,12.90322581,31,¶óÀÌº£¸®¾Æ,××Ýï×ì?,Liberia,8816,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,3.333333333,30,º£³Ã,??,Benin,8815,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,11,¼¼ÀÌ½©,ßÝàß?ÏØ?,Seychelles,8814,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,113,¸£¿Ï´Ù,?èÚ?,Rwanda,8813,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,16.66666667,6,¸ð¸®Å¸´Ï¾Æ,Ù¾×ì÷²Òù?,Mauritania,8812,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,12,¿¡½º¿ÍÆ¼´Ï,ÞÙè¿?Òù,Swatini,8811,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,18,Àûµµ±â´Ï,îåÔ³???,Equatorial Guinea,8810,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,5,8.333333333,60,Äá°í,?ÍýÚÅñ«Íìûú?,Congo,8809,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,10,Áß¾Ó¾ÆÇÁ¸®Ä«°øÈ­±¹,ñéÞªÍìûú?,Central African Republic,8808,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,16,³ª¹Ìºñ¾Æ,?Ú·Ýï?,Namibia,8807,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,7,3.804347826,184,ÄÉ³Ä,Ðé?,Kenya,8806,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,0,0,194,±â´Ï,???,Guinea,8805,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,6,1.916932907,313,°¡³ª,Ê¥?,Ghana,8804,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,1,2.272727273,44,°¡ºÀ,Ê¥Üï,Gabon,8803,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,2,3.571428571,56,¿¡Æ¼¿ÀÇÇ¾Æ,äïßÝä­Ýï?,Ethiopia,8802,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,2,13.33333333,15,¼ö´Ü,?Ó¡,Sudan,8801,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,3,0.78125,384,ÄÚÆ®µðºÎ¾Æ¸£,Î¡÷åîèè¿,Cote d&acute;Ivoire,8800,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,20,9.302325581,215,DRÄá°í,DR?Íý,Congo,8799,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,19,4.589371981,414,ºÎ¸£Å°³ªÆÄ¼Ò,øÖÐñ?Ûößã,Burkina Faso,8798,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,3,4.109589041,73,Åä°í,ÒýÊ¨,Togo,8797,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,18,0.930713547,1934,³²¾ÆÇÁ¸®Ä«°øÈ­±¹,ÑõÞªÍìûú?,Republic of South Africa,8796,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,10,1.369863014,730,Ä«¸Þ·é,ËÓ?×Ì,Cameroon,8795,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,2,0.8,250,¼¼³×°¥,ßÝ?Ê¥?,Senegal,8794,2020-04-11 9:00,
¾ÆÇÁ¸®Ä«,Þªñ½,Africa,2020-04-11 10:58,7,2.430555556,288,³ªÀÌÁö¸®¾Æ,Òùìí××?,Nigeria,8793,2020-04-11 9:00,
¿À¼¼¾Æ´Ï¾Æ,ÓÞåÇñ½,Oceania,2020-04-11 10:58,0,0,2,ÆÄÇª¾Æ´º±â´Ï,÷éøÖä¬ãæÐúÒ®ä¬,Papua New Guinea,8792,2020-04-11 9:00,
¿À¼¼¾Æ´Ï¾Æ,ÓÞåÇñ½,Oceania,2020-04-11 10:58,0,0,15,ÇÇÁö,Ýìð­,Fiji,8791,2020-04-11 9:00,
¿À¼¼¾Æ´Ï¾Æ,ÓÞåÇñ½,Oceania,2020-04-11 10:58,1,0.098522167,1015,´ºÁú·£µå,ãæà¤?,New Zealand,8790,2020-04-11 9:00,
¿À¼¼¾Æ´Ï¾Æ,ÓÞåÇñ½,Oceania,2020-04-11 10:58,208,3.381014304,6152,È£ÁÖ,çþÓÞ××?,Australia,8789,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,7,3.083700441,227,ÄÚ¼Òº¸,Î¡ßãèª,Kosovo,8788,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,2,0.793650794,252,¸óÅ×³×±×·Î,ýÙß£Íìûú?,Montegro,8787,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,1006,2.139105658,47029,ÅÍÅ°,÷Ïì¼Ðì,Turkey,8786,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,15,2.659574468,564,»çÀÌÇÁ·¯½º,ßÝøÝÖØÞÙ,Cyprus,8785,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,23,5.528846154,416,¾Ë¹Ù´Ï¾Æ,ä¹?÷éÒù?,Albania,8784,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,29,2.249806051,1289,¸ôµµ¹Ù,Ø¤?Òýè¿,Moldova,8783,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,2,0.59347181,337,¸ôÅ¸,?ì¼öâ,Malta,8782,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,24,3.846153846,624,ºÒ°¡¸®¾Æ,ÜÁÊ¥××?,Bulgaria,8781,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,2,0.285306705,701,½½·Î¹ÙÅ°¾Æ,ÞÙÕ¦ÛéÐº,Slovakia,8780,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,65,2.267178235,2867,¼¼¸£ºñ¾Æ,ßÝ???,Serbia,8779,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,1,1.265822785,79,¸®È÷ÅÙ½´Å¸ÀÎ,Öªò¨ÔÄÞÍÔô,Liechtenstein,8778,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,43,3.825622776,1124,½½·Îº£´Ï¾Æ,ÞÙÕ¦ÙþÒù?,Slovenia,8777,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,36,4.114285714,875,º¸½º´Ï¾Æ Çì¸£Ã¼°íºñ³ª,÷îÞÙÒù?ûúýÙßÝÊ¨?Ñá,Bosnia and Herzegovina,8776,2020-04-11 9:00,
À¯·´,?ñ½,Europe,2020-04-11 10:58,77,6.470588235,1190,Çë°¡¸®,ýÖä³××,Hungary,8775,2020-04-11 9:00,
